name,iso_country,municipality,icao_code,iata_code,coordinates
Julius Nyerere International Airport,TZ,Dar es Salaam,HTDA,DAR,"39.202599, -6.87811"
Kilimanjaro International Airport,TZ,Arusha,HTKJ,JRO,"37.0745010376, -3.42940998077"
Lake Manyara Airport,TZ,Lake Manyara National Park,HTLM,LKY,"35.81829833984375, -3.376310110092163"
Mtwara Airport,TZ,Mtwara,HTMT,MYW,"40.181800842285156, -10.339099884033203"
Mwanza Airport,TZ,Mwanza,HTMW,MWZ,"32.932701110839844, -2.4444899559020996"
Pemba Airport,TZ,Chake,HTPE,PMA,"39.8114013671875, -5.257259845733643"
Songwe Airport,TZ,Mbeya,HTGW,MBI,"33.273981, -8.919942"
Tanga Airport,TZ,Tanga,HTTG,TGT,"39.07120132446289, -5.092360019683838"
Belbek Airport,UA,Sevastopol,UKFB,UKS,"33.570999145500004, 44.688999176"
Boryspil International Airport,UA,Kiev,UKBB,KBP,"30.894699096679688, 50.345001220703125"
Cherkasy International Airport,UA,Cherkasy,UKKE,CKC,"31.99530029296875, 49.41559982299805"
Chernivtsi International Airport,UA,Chernivtsi,UKLN,CWC,"25.98080062866211, 48.259300231933594"
Dnipropetrovsk International Airport,UA,Dnipropetrovsk,UKDD,DNK,"35.10060119628906, 48.357200622558594"
Gostomel Airport,UA,Kiev,UKKM,GML,"30.1919002532959, 50.60350036621094"
Ivano-Frankivsk International Airport,UA,Ivano-Frankivsk,UKLI,IFO,"24.686100006103516, 48.88420104980469"
Kharkiv International Airport,UA,Kharkiv,UKHH,HRK,"36.290000915527344, 49.924800872802734"
Khmelnytskyi Airport,UA,Khmelnytskyi,UKLH,HMJ,"26.933399, 49.359699"
Kiev Zhuliany International Airport,UA,Kiev,UKKK,IEV,"30.45194, 50.40194"
Kryvyi Rih International Airport,UA,Kryvyi Rih,UKDR,KWG,"33.209999084472656, 48.04330062866211"
Luhansk International Airport,UA,Luhansk,UKCW,VSG,"39.3740997314, 48.4174003601"
Lviv International Airport,UA,Lviv,UKLL,LWO,"23.956100463867188, 49.8125"
Mariupol International Airport,UA,Mariupol,UKCM,MPW,"37.44960021972656, 47.07609939575195"
Mykolaiv International Airport,UA,Nikolayev,UKON,NLV,"31.9197998046875, 47.057899475097656"
Odessa International Airport,UA,Odessa,UKOO,ODS,"30.67650032043457, 46.42679977416992"
Rivne International Airport,UA,Rivne,UKLR,RWN,"26.141599655151367, 50.60710144042969"
Uzhhorod International Airport,UA,Uzhhorod,UKLU,UDJ,"22.263399124145508, 48.634300231933594"
Zaporizhzhia International Airport,UA,Zaporizhia,UKDE,OZH,"35.31570053100586, 47.867000579833984"
Arua Airport,UG,Arua,HUAR,RUA,"30.91699981689453, 3.049999952316284"
Entebbe International Airport,UG,Kampala,HUEN,EBB,"32.443501, 0.042386"
Gulu Airport,UG,Gulu,HUGU,ULU,"32.27180099487305, 2.8055601119995117"
Soroti Airport,UG,Soroti,HUSO,SRT,"33.622798919677734, 1.7276899814605713"
Henderson Field,UM,Sand Island,PMDY,MDY,"-177.38099670410156, 28.20170021057129"
Wake Island Airfield,UM,Wake Island,PWAK,AWK,"166.63600158691406, 19.282100677490234"
Aberdeen Regional Airport,US,Aberdeen,KABR,ABR,"-98.42179870605469, 45.449100494384766"
Abilene Regional Airport,US,Abilene,KABI,ABI,"-99.68190002440001, 32.4113006592"
Abraham Lincoln Capital Airport,US,Springfield,KSPI,SPI,"-89.67790222, 39.84410095"
Acadiana Regional Airport,US,New Iberia,KARA,ARA,"-91.883904, 30.0378"
Adak Airport,US,Adak Island,PADK,ADK,"-176.64599609375, 51.87799835205078"
Adirondack Regional Airport,US,Saranac Lake,KSLK,SLK,"-74.2061996459961, 44.38529968261719"
Akron Canton Regional Airport,US,Akron,KCAK,CAK,"-81.44219970703125, 40.916099548339844"
Akron Fulton International Airport,US,Akron,KAKR,AKC,"-81.4669036865, 41.0374984741"
Alamogordo White Sands Regional Airport,US,Alamogordo,KALM,ALM,"-105.990997314, 32.8399009705"
Albany International Airport,US,Albany,KALB,ALB,"-73.80169677734375, 42.74829864501953"
Albert J Ellis Airport,US,Jacksonville,KOAJ,OAJ,"-77.61209869380001, 34.8292007446"
Albuquerque International Sunport,US,Albuquerque,KABQ,ABQ,"-106.609001, 35.040199"
Alexandria International Airport,US,Alexandria,KAEX,AEX,"-92.54979705810547, 31.32740020751953"
Alice International Airport,US,Alice,KALI,ALI,"-98.02690124510002, 27.740900039699998"
Allegheny County Airport,US,Pittsburgh,KAGC,AGC,"-79.9301986694336, 40.354400634765625"
Allen Army Airfield,US,Delta Junction Ft Greely,PABI,BIG,"-145.722000122, 63.9944992065"
Alpena County Regional Airport,US,Alpena,KAPN,APN,"-83.56030273, 45.0780983"
Altoona Blair County Airport,US,Altoona,KAOO,AOO,"-78.31999969, 40.29639816"
Altus Air Force Base,US,Altus,KLTS,LTS,"-99.2667007446, 34.667098999"
Ambler Airport,US,Ambler,PAFM,ABL,"-157.856989, 67.1063"
Anaktuvuk Pass Airport,US,Anaktuvuk Pass,PAKP,AKP,"-151.7429962, 68.13359833"
Anderson Regional Airport,US,Anderson,KAND,AND,"-82.70939636230001, 34.4945983887"
Angelina County Airport,US,Lufkin,KLFK,LFK,"-94.75, 31.2339992523"
Aniak Airport,US,Aniak,PANI,ANI,"-159.54299926757812, 61.581600189208984"
Annette Island Airport,US,Annette,PANT,ANN,"-131.57200622558594, 55.04240036010742"
Anniston Regional Airport,US,Anniston,KANB,ANB,"-85.8581, 33.5882"
Anvik Airport,US,Anvik,PANV,ANV,"-160.190994, 62.646702"
Arctic Village Airport,US,Arctic Village,PARC,ARC,"-145.578995, 68.1147"
Arkansas International Airport,US,Blytheville,KBYH,BYH,"-89.94400024410001, 35.9642982483"
Arnold Palmer Regional Airport,US,Latrobe,KLBE,LBE,"-79.40480042, 40.27590179"
Asheville Regional Airport,US,Asheville,KAVL,AVL,"-82.541801, 35.436199"
Aspen-Pitkin Co/Sardy Field,US,Aspen,KASE,ASE,"-106.8690033, 39.22320175"
Astoria Regional Airport,US,Astoria,KAST,AST,"-123.878997803, 46.158000946"
Athens Ben Epps Airport,US,Athens,KAHN,AHN,"-83.32630157470703, 33.94860076904297"
Atlantic City International Airport,US,Atlantic City,KACY,ACY,"-74.57720184326172, 39.45759963989258"
Atqasuk Edward Burnell Sr Memorial Airport,US,Atqasuk,PATQ,ATK,"-157.436013, 70.46704"
Augusta Regional At Bush Field,US,Augusta,KAGS,AGS,"-81.9645004272461, 33.36989974975586"
Augusta State Airport,US,Augusta,KAUG,AUG,"-69.7973022461, 44.320598602299995"
Austin Bergstrom International Airport,US,Austin,KAUS,AUS,"-97.6698989868164, 30.194499969482422"
Austin Straubel International Airport,US,Green Bay,KGRB,GRB,"-88.12960052490234, 44.48509979248047"
Baker City Municipal Airport,US,Baker City,KBKE,BKE,"-117.808998108, 44.837299346900004"
Baltimore/Washington International Thurgood Marshall Airport,US,Baltimore,KBWI,BWI,"-76.668297, 39.1754"
Bangor International Airport,US,Bangor,KBGR,BGR,"-68.8281021118164, 44.80739974975586"
Barking Sands Airport,US,Kekaha,PHBK,BKH,"-159.785003662, 22.022800445599998"
Barkley Regional Airport,US,Paducah,KPAH,PAH,"-88.7738037109375, 37.06079864501953"
Barksdale Air Force Base,US,Bossier City,KBAD,BAD,"-93.6626968384, 32.5018005371"
Barnstable Municipal Boardman Polando Field,US,Hyannis,KHYA,HYA,"-70.28040314, 41.66930008"
Barstow Daggett Airport,US,Daggett,KDAG,DAG,"-116.7870026, 34.85369873"
Barter Island LRRS Airport,US,Barter Island Lrrs,PABA,BTI,"-143.582000732, 70.1340026855"
Baton Rouge Metropolitan Airport,US,Baton Rouge,KBTR,BTR,"-91.149597, 30.533199"
Baudette International Airport,US,Baudette,KBDE,BDE,"-94.612197876, 48.7284011841"
Beale Air Force Base,US,Marysville,KBAB,BAB,"-121.43699646, 39.136100769"
Beauregard Regional Airport,US,De Ridder,KDRI,DRI,"-93.33989715579999, 30.8316993713"
Beaver County Airport,US,Beaver Falls,KBVI,BFP,"-80.39140319820001, 40.7724990845"
Bellingham International Airport,US,Bellingham,KBLI,BLI,"-122.53800201416016, 48.79280090332031"
Bemidji Regional Airport,US,Bemidji,KBJI,BJI,"-94.93370056, 47.50939941"
Bert Mooney Airport,US,Butte,KBTM,BTM,"-112.49700164794922, 45.95479965209961"
Bethel Airport,US,Bethel,PABE,BET,"-161.8379974, 60.77980042"
Bettles Airport,US,Bettles,PABT,BTT,"-151.529007, 66.91390228"
Beverly Municipal Airport,US,Beverly,KBVY,BVY,"-70.91649627689999, 42.584201812699995"
Bicycle Lake Army Air Field,US,Fort Irwin/Barstow,KBYS,BYS,"-116.629997253, 35.2804985046"
Biggs Army Air Field (Fort Bliss),US,Fort Bliss/El Paso,KBIF,BIF,"-106.3799973, 31.84950066"
Bill & Hillary Clinton National Airport/Adams Field,US,Little Rock,KLIT,LIT,"-92.2242965698, 34.729400634799994"
Billings Logan International Airport,US,Billings,KBIL,BIL,"-108.54299926757812, 45.807701110839844"
Birmingham-Shuttlesworth International Airport,US,Birmingham,KBHM,BHM,"-86.75350189, 33.56290054"
Bisbee Douglas International Airport,US,Douglas Bisbee,KDUG,DUG,"-109.603996277, 31.4689998627"
Bishop International Airport,US,Flint,KFNT,FNT,"-83.74359893798828, 42.96540069580078"
Bismarck Municipal Airport,US,Bismarck,KBIS,BIS,"-100.74600219726562, 46.772701263427734"
Blue Grass Airport,US,Lexington,KLEX,LEX,"-84.60590362548828, 38.0364990234375"
Blythe Airport,US,Blythe,KBLH,BLH,"-114.717002869, 33.6192016602"
Bob Baker Memorial Airport,US,Kiana,PAIK,IAN,"-160.43699646, 66.9759979248"
Bob Hope Airport,US,Burbank,KBUR,BUR,"-118.35900115966797, 34.20069885253906"
Bob Sikes Airport,US,Crestview,KCEW,CEW,"-86.522102356, 30.778799057"
Boeing Field King County International Airport,US,Seattle,KBFI,BFI,"-122.302001953125, 47.529998779296875"
Boise Air Terminal/Gowen Field,US,Boise,KBOI,BOI,"-116.223, 43.5644"
Boone County Airport,US,Harrison,KHRO,HRO,"-93.15470123291016, 36.26150131225586"
Bowerman Airport,US,Hoquiam,KHQM,HQM,"-123.93699646, 46.971199035599994"
Bowling Green Warren County Regional Airport,US,Bowling Green,KBWG,BWG,"-86.41970062259999, 36.964500427199994"
Bowman Field,US,Louisville,KLOU,LOU,"-85.6636962891, 38.2280006409"
Bradford Regional Airport,US,Bradford,KBFD,BFD,"-78.64009857177734, 41.8031005859375"
Bradley International Airport,US,Hartford,KBDL,BDL,"-72.68319702149999, 41.9388999939"
Bradshaw Army Airfield,US,Camp Pohakuloa,PHSF,BSF,"-155.554000854, 19.760099411"
Brainerd Lakes Regional Airport,US,Brainerd,KBRD,BRD,"-94.13809967, 46.39830017"
Bremerton National Airport,US,Bremerton,KPWT,PWT,"-122.76499938965, 47.490200042725"
Brown Field Municipal Airport,US,San Diego,KSDM,SDM,"-116.98000335693, 32.572299957275"
Brownsville South Padre Island International Airport,US,Brownsville,KBRO,BRO,"-97.4259033203125, 25.90679931640625"
Brunswick Executive Airport,US,Brunswick,KBXM,NHZ,"-69.93859863, 43.89220047"
Brunswick Golden Isles Airport,US,Brunswick,KBQK,BQK,"-81.46649932861328, 31.258800506591797"
Bryce Canyon Airport,US,Bryce Canyon,KBCE,BCE,"-112.144996643, 37.706401825"
Buckland Airport,US,Buckland,PABL,BKC,"-161.149002, 65.981598"
Buckley Air Force Base,US,Aurora,KBKF,BFK,"-104.751998901, 39.701698303200004"
Buffalo Niagara International Airport,US,Buffalo,KBUF,BUF,"-78.73220062, 42.94049835"
Burke Lakefront Airport,US,Cleveland,KBKL,BKL,"-81.68329620361328, 41.51750183105469"
Burley Municipal Airport,US,Burley,KBYI,BYI,"-113.772003174, 42.542598724399994"
Burlington International Airport,US,Burlington,KBTV,BTV,"-73.15329742429999, 44.471900939899996"
Burns Municipal Airport,US,Burns,KBNO,BNO,"-118.955001831, 43.5918998718"
Butts AAF (Fort Carson) Air Field,US,Fort Carson,KFCS,FCS,"-104.7570038, 38.67839813"
Cairns AAF (Fort Rucker) Air Field,US,Fort Rucker/Ozark,KOZR,OZR,"-85.71340179, 31.27569962"
California Redwood Coast-Humboldt County Airport,US,Arcata/Eureka,KACV,ACV,"-124.109, 40.978101"
Campbell AAF (Fort Campbell) Air Field,US,Fort Campbell/Hopkinsville,KHOP,HOP,"-87.49620056150002, 36.668598175"
Cannon Air Force Base,US,Clovis,KCVS,CVS,"-103.321998596, 34.3828010559"
Cape Girardeau Regional Airport,US,Cape Girardeau,KCGI,CGI,"-89.57080078125, 37.22529983520508"
Cape Lisburne LRRS Airport,US,Cape Lisburne,PALU,LUR,"-166.1100006, 68.87509918"
Cape May County Airport,US,Wildwood,KWWD,WWD,"-74.9083023071, 39.008499145500004"
Cape Newenham LRRS Airport,US,Cape Newenham,PAEH,EHM,"-162.06300354, 58.646400451699996"
Cape Romanzof LRRS Airport,US,Cape Romanzof,PACZ,CZF,"-166.0390015, 61.78030014"
Capital City Airport,US,Lansing,KLAN,LAN,"-84.58740234375, 42.77870178222656"
Caribou Municipal Airport,US,Caribou,KCAR,CAR,"-68.0178985596, 46.871498107899995"
Casper-Natrona County International Airport,US,Casper,KCPR,CPR,"-106.463997, 42.908001"
Castle Airport,US,Merced,KMER,MER,"-120.5680008, 37.38050079"
Cavern City Air Terminal,US,Carlsbad,KCNM,CNM,"-104.26300048828125, 32.337501525878906"
Cedar City Regional Airport,US,Cedar City,KCDC,CDC,"-113.0989990234375, 37.70100021362305"
Centennial Airport,US,Denver,KAPA,APA,"-104.848999, 39.57009888"
Central Illinois Regional Airport at Bloomington-Normal,US,Bloomington/Normal,KBMI,BMI,"-88.91590118, 40.47710037"
Central Nebraska Regional Airport,US,Grand Island,KGRI,GRI,"-98.30960083007812, 40.967498779296875"
Central Wisconsin Airport,US,Mosinee,KCWA,CWA,"-89.6668014526, 44.7775993347"
Chadron Municipal Airport,US,Chadron,KCDR,CDR,"-103.095001221, 42.837600708"
Chan Gurney Municipal Airport,US,Yankton,KYKN,YKN,"-97.385902404785, 42.916698455811"
Chandler Field,US,Alexandria,KAXN,AXN,"-95.39469909670001, 45.8662986755"
Chanute Martin Johnson Airport,US,Chanute,KCNU,CNU,"-95.4850997925, 37.668800354"
Charles B. Wheeler Downtown Airport,US,Kansas City,KMKC,MKC,"-94.5927963256836, 39.123199462890625"
Charles M. Schulz Sonoma County Airport,US,Santa Rosa,KSTS,STS,"-122.8130035, 38.50899887"
Charleston Air Force Base-International Airport,US,Charleston,KCHS,CHS,"-80.04049683, 32.89860153"
Charlotte Douglas International Airport,US,Charlotte,KCLT,CLT,"-80.94309997558594, 35.2140007019043"
Charlottesville Albemarle Airport,US,Charlottesville,KCHO,CHO,"-78.4529037475586, 38.13859939575195"
Chautauqua County-Jamestown Airport,US,Jamestown,KJHW,JHW,"-79.25800323, 42.15340042"
Cherry Capital Airport,US,Traverse City,KTVC,TVC,"-85.58219909667969, 44.74140167236328"
Cheyenne Regional Jerry Olson Field,US,Cheyenne,KCYS,CYS,"-104.8119965, 41.15570068"
Chicago Executive Airport,US,Chicago/Prospect Heights/Wheeling,KPWK,PWK,"-87.901494, 42.114222"
Chicago Midway International Airport,US,Chicago,KMDW,MDW,"-87.752403, 41.785999"
Chicago O'Hare International Airport,US,Chicago,KORD,ORD,"-87.9048, 41.9786"
Chicago Rockford International Airport,US,Chicago/Rockford,KRFD,RFD,"-89.09719848632812, 42.19540023803711"
Childress Municipal Airport,US,Childress,KCDS,CDS,"-100.288002014, 34.4337997437"
Chippewa County International Airport,US,Sault Ste Marie,KCIU,CIU,"-84.47239685058594, 46.25080108642578"
Chippewa Valley Regional Airport,US,Eau Claire,KEAU,EAU,"-91.48429870605469, 44.86579895019531"
Cincinnati Municipal Airport Lunken Field,US,Cincinnati,KLUK,LUK,"-84.41860199, 39.10329819"
Cincinnati Northern Kentucky International Airport,US,Cincinnati / Covington,KCVG,CVG,"-84.667801, 39.048801"
City of Colorado Springs Municipal Airport,US,Colorado Springs,KCOS,COS,"-104.700996, 38.805801"
Cleveland Hopkins International Airport,US,Cleveland,KCLE,CLE,"-81.8498001099, 41.4117012024"
Coastal Carolina Regional Airport,US,New Bern,KEWN,EWN,"-77.04290008539999, 35.0730018616"
Coeur D'Alene - Pappy Boyington Field,US,Coeur d'Alene,KCOE,COE,"-116.8199997, 47.77429962"
Cold Bay Airport,US,Cold Bay,PACD,CDB,"-162.72500610351562, 55.20610046386719"
Coleman A. Young Municipal Airport,US,Detroit,KDET,DET,"-83.00990295, 42.40919876"
Columbia Gorge Regional the Dalles Municipal Airport,US,The Dalles,KDLS,DLS,"-121.166999817, 45.6184997559"
Columbia Metropolitan Airport,US,Columbia,KCAE,CAE,"-81.11949920654297, 33.93880081176758"
Columbia Regional Airport,US,Columbia,KCOU,COU,"-92.219597, 38.8181"
Columbus Air Force Base,US,Columbus,KCBM,CBM,"-88.44380187990001, 33.6437988281"
Columbus Metropolitan Airport,US,Columbus,KCSG,CSG,"-84.93890380859375, 32.516300201416016"
Columbus Municipal Airport,US,Columbus,KBAK,CLU,"-85.8963012695, 39.2619018555"
Concord Municipal Airport,US,Concord,KCON,CON,"-71.50229645, 43.20270157"
Conroe-North Houston Regional Airport,US,Houston,KCXO,CXO,"-95.414497, 30.351801"
Corpus Christi International Airport,US,Corpus Christi,KCRP,CRP,"-97.5011978149414, 27.77039909362793"
Corvallis Municipal Airport,US,Corvallis,KCVO,CVO,"-123.2900009, 44.49720001"
Cox Field,US,Paris,KPRX,PRX,"-95.450798034668, 33.636600494385"
Crater Lake-Klamath Regional Airport,US,Klamath Falls,KLMT,LMT,"-121.733002, 42.156101"
Crossville Memorial Whitson Field,US,Crossville,KCSV,CSV,"-85.08499908450001, 35.9513015747"
Curtis Field,US,Brady,KBBD,BBD,"-99.3238983154, 31.1793003082"
Cut Bank International Airport,US,Cut Bank,KCTB,CTB,"-112.375999451, 48.6083984375"
Cuyahoga County Airport,US,Cleveland,KCGF,CGF,"-81.4863967896, 41.5651016235"
Dalhart Municipal Airport,US,Dalhart,KDHT,DHT,"-102.54699707, 36.0225982666"
Dallas Fort Worth International Airport,US,Dallas-Fort Worth,KDFW,DFW,"-97.038002, 32.896801"
Dallas Love Field,US,Dallas,KDAL,DAL,"-96.851799, 32.847099"
Dane County Regional Truax Field,US,Madison,KMSN,MSN,"-89.3375015258789, 43.13990020751953"
Daniel Field,US,Augusta,KDNL,DNL,"-82.0393981934, 33.4664993286"
Daniel K Inouye International Airport,US,Honolulu,PHNL,HNL,"-157.924228, 21.32062"
Danville Regional Airport,US,Danville,KDAN,DAN,"-79.33609771728516, 36.572898864746094"
Davis Monthan Air Force Base,US,Tucson,KDMA,DMA,"-110.883003235, 32.1665000916"
Davison Army Air Field,US,Fort Belvoir,KDAA,DAA,"-77.1809997559, 38.715000152600005"
Dawson Community Airport,US,Glendive,KGDV,GDV,"-104.8069992, 47.13869858"
Daytona Beach International Airport,US,Daytona Beach,KDAB,DAB,"-81.058098, 29.179899"
Deadhorse Airport,US,Deadhorse,PASC,SCC,"-148.4649963, 70.19470215"
Decatur Airport,US,Decatur,KDEC,DEC,"-88.8656997680664, 39.834598541259766"
Deering Airport,US,Deering,PADE,DRG,"-162.766006, 66.069603"
DeKalb Peachtree Airport,US,Atlanta,KPDK,PDK,"-84.3020019531, 33.8755989075"
Del Rio International Airport,US,Del Rio,KDRT,DRT,"-100.927001953, 29.3742008209"
Delaware County Johnson Field,US,Muncie,KMIE,MIE,"-85.3958969116211, 40.2422981262207"
Deming Municipal Airport,US,Deming,KDMN,DMN,"-107.721000671, 32.262298584"
Denver International Airport,US,Denver,KDEN,DEN,"-104.672996521, 39.861698150635"
Derby Field,US,Lovelock,KLOL,LOL,"-118.565002441, 40.0663986206"
Des Moines International Airport,US,Des Moines,KDSM,DSM,"-93.66310119628906, 41.534000396728516"
Desert Rock Airport,US,Mercury,KDRA,DRA,"-116.032997, 36.6194"
Destin-Ft Walton Beach Airport,US,Valparaiso,KVPS,VPS,"-86.525398, 30.4832"
Detroit Metropolitan Wayne County Airport,US,Detroit,KDTW,DTW,"-83.35340118408203, 42.212398529052734"
Dickinson Theodore Roosevelt Regional Airport,US,Dickinson,KDIK,DIK,"-102.802001953, 46.7974014282"
Dillant Hopkins Airport,US,Keene,KEEN,EEN,"-72.27079772949219, 42.898399353027344"
Dillingham Airfield,US,Mokuleia,PHDH,HDH,"-158.197006226, 21.5795001984"
Dillingham Airport,US,Dillingham,PADL,DLG,"-158.5050049, 59.04470062"
DLF Airport,US,Del Rio,KDLF,DLF,"-100.778002, 29.359501"
Dobbins Air Reserve Base,US,Marietta,KMGE,MGE,"-84.51629639, 33.91540146"
Dodge City Regional Airport,US,Dodge City,KDDC,DDC,"-99.9655990600586, 37.76340103149414"
Dothan Regional Airport,US,Dothan,KDHN,DHN,"-85.44960021972656, 31.321300506591797"
Dover Air Force Base,US,Dover,KDOV,DOV,"-75.46600342, 39.12950134"
Drake Field,US,Fayetteville,KFYV,FYV,"-94.17009735107422, 36.00510025024414"
Draughon Miller Central Texas Regional Airport,US,Temple,KTPL,TPL,"-97.40779876708984, 31.15250015258789"
DuBois Regional Airport,US,Dubois,KDUJ,DUJ,"-78.8986969, 41.17829895"
Dubuque Regional Airport,US,Dubuque,KDBQ,DBQ,"-90.70950317, 42.40200043"
Duke Field,US,Crestview,KEGI,EGI,"-86.52290344, 30.65040016"
Duluth International Airport,US,Duluth,KDLH,DLH,"-92.19360351559999, 46.8420982361"
Dupage Airport,US,Chicago/West Chicago,KDPA,DPA,"-88.24859619, 41.90779877"
Dutchess County Airport,US,Poughkeepsie,KPOU,POU,"-73.88420104980469, 41.6265983581543"
Dyess Air Force Base,US,Abilene,KDYS,DYS,"-99.854598999, 32.4207992554"
Eagle County Regional Airport,US,Eagle,KEGE,EGE,"-106.9179993, 39.64260101"
Eareckson Air Station,US,Shemya,PASY,SYA,"174.1139984, 52.71229935"
East Texas Regional Airport,US,Longview,KGGG,GGG,"-94.71150207519531, 32.38399887084961"
Eastern Oregon Regional At Pendleton Airport,US,Pendleton,KPDT,PDT,"-118.841003418, 45.695098877"
Eastern Sierra Regional Airport,US,Bishop,KBIH,BIH,"-118.363998413, 37.3731002808"
Eastern WV Regional Airport/Shepherd Field,US,Martinsburg,KMRB,MRB,"-77.98459625, 39.40190125"
Easterwood Field,US,College Station,KCLL,CLL,"-96.36380005, 30.58860016"
Edward F Knapp State Airport,US,Barre/Montpelier,KMPV,MPV,"-72.56230164, 44.20349884"
Edward G. Pitka Sr Airport,US,Galena,PAGA,GAL,"-156.9369965, 64.73619843"
Edwards Air Force Base,US,Edwards,KEDW,EDW,"-117.884003, 34.905399"
Egegik Airport,US,Egegik,PAII,EGX,"-157.375, 58.1855010986"
Eielson Air Force Base,US,Fairbanks,PAEI,EIL,"-147.102005, 64.66570282"
El Centro NAF Airport (Vraciu Field),US,El Centro,KNJK,NJK,"-115.671996, 32.829201"
El Paso International Airport,US,El Paso,KELP,ELP,"-106.3779984, 31.80719948"
Elizabeth City Regional Airport & Coast Guard Air Station,US,Elizabeth City,KECG,ECG,"-76.17459869, 36.26060104"
Elkins-Randolph Co-Jennings Randolph Field,US,Elkins,KEKN,EKN,"-79.85710144, 38.88940048"
Elko Regional Airport,US,Elko,KEKO,EKO,"-115.79199981689453, 40.82490158081055"
Ellington Airport,US,Houston,KEFD,EFD,"-95.1587982178, 29.607299804700002"
Ellison Onizuka Kona International At Keahole Airport,US,Kailua/Kona,PHKO,KOA,"-156.045603, 19.738783"
Ellsworth Air Force Base,US,Rapid City,KRCA,RCA,"-103.1039963, 44.14500046"
Elmendorf Air Force Base,US,Anchorage,PAED,EDF,"-149.8070068359375, 61.250999450683594"
Elmira Corning Regional Airport,US,Elmira/Corning,KELM,ELM,"-76.8916015625, 42.1599006652832"
Ely Airport Yelland Field,US,Ely,KELY,ELY,"-114.8420029, 39.29970169"
Ely Municipal Airport,US,Ely,KELO,LYU,"-91.83070374, 47.82450104"
Emmonak Airport,US,Emmonak,PAEM,EMK,"-164.4909973, 62.78609848"
Eppley Airfield,US,Omaha,KOMA,OMA,"-95.894096, 41.3032"
Erie International Tom Ridge Field,US,Erie,KERI,ERI,"-80.1738667488, 42.0831270134"
Esler Regional Airport,US,Alexandria,KESF,ESF,"-92.2957992554, 31.3948993683"
Evanston-Uinta County Airport-Burns Field,US,Evanston,KEVW,EVW,"-111.0350037, 41.27479935"
Evansville Regional Airport,US,Evansville,KEVV,EVV,"-87.5324020386, 38.0369987488"
Fairbanks International Airport,US,Fairbanks,PAFA,FAI,"-147.8560028, 64.81510162"
Fairchild Air Force Base,US,Spokane,KSKA,SKA,"-117.65599823, 47.6151008606"
Fallon Naval Air Station,US,Fallon,KNFL,NFL,"-118.7009964, 39.41659927"
Falls International Airport,US,International Falls,KINL,INL,"-93.4030990600586, 48.566200256347656"
Fayetteville Regional Grannis Field,US,Fayetteville,KFAY,FAY,"-78.88030242919922, 34.9911994934082"
Felker Army Air Field,US,Fort Eustis,KFAF,FAF,"-76.60880279540001, 37.132499694799996"
Felts Field,US,Spokane,KSFF,SFF,"-117.32299804688, 47.682800292969"
Findlay Airport,US,Findlay,KFDY,FDY,"-83.66870117190001, 41.013500213600004"
Flagstaff Pulliam Airport,US,Flagstaff,KFLG,FLG,"-111.6709976, 35.13850021"
Florence Regional Airport,US,Florence,KFLO,FLO,"-79.7238998413086, 34.18539810180664"
Floyd Bennett Memorial Airport,US,Glens Falls,KGFL,GFL,"-73.6102981567, 43.3412017822"
Fort Dodge Regional Airport,US,Fort Dodge,KFOD,FOD,"-94.19259644, 42.55149841"
Fort Lauderdale Executive Airport,US,Fort Lauderdale,KFXE,FXE,"-80.1707000732, 26.1972999573"
Fort Lauderdale Hollywood International Airport,US,Fort Lauderdale,KFLL,FLL,"-80.152702, 26.072599"
Fort Smith Regional Airport,US,Fort Smith,KFSM,FSM,"-94.36740112304688, 35.33660125732422"
Fort Stockton Pecos County Airport,US,Fort Stockton,KFST,FST,"-102.916000366, 30.9157009125"
Fort Wayne International Airport,US,Fort Wayne,KFWA,FWA,"-85.19509888, 40.97850037"
Fort Worth Alliance Airport,US,Fort Worth,KAFW,AFW,"-97.31880187990001, 32.9875984192"
Fort Worth Meacham International Airport,US,Fort Worth,KFTW,FTW,"-97.362396, 32.819801"
Fort Yukon Airport,US,Fort Yukon,PFYU,FYU,"-145.25, 66.57150268554688"
Four Corners Regional Airport,US,Farmington,KFMN,FMN,"-108.230003357, 36.741199493399996"
Frank Wiley Field,US,Miles City,KMLS,MLS,"-105.88600158691406, 46.428001403808594"
Fresno Yosemite International Airport,US,Fresno,KFAT,FAT,"-119.718002, 36.776199"
Friedman Memorial Airport,US,Hailey,KSUN,SUN,"-114.2959976, 43.50439835"
Fulton County Airport Brown Field,US,Atlanta,KFTY,FTY,"-84.5214004517, 33.7790985107"
Gainesville Regional Airport,US,Gainesville,KGNV,GNV,"-82.2717971802, 29.6900997162"
Gallatin Field,US,Bozeman,KBZN,BZN,"-111.1529999, 45.77750015"
Gallup Municipal Airport,US,Gallup,KGUP,GUP,"-108.789001465, 35.511100769"
Gambell Airport,US,Gambell,PAGM,GAM,"-171.73300170898438, 63.76679992675781"
Garden City Regional Airport,US,Garden City,KGCK,GCK,"-100.723999023, 37.9275016785"
Garfield County Regional Airport,US,Rifle,KRIL,RIL,"-107.726997, 39.526299"
Gary Chicago International Airport,US,Gary,KGYY,GYY,"-87.41280364990234, 41.61629867553711"
General Edward Lawrence Logan International Airport,US,Boston,KBOS,BOS,"-71.00520325, 42.36429977"
